EID,ArticleType,Abstract,College,Department,Year
2-s2.0-84894923290,Article,"On the premise that knowledge creation defines contemporary metropolitan regions, we profile them by their inventive networks, as measured by a variety of complementary social network, technology, and patenting metrics that distinguish scalar and structural aspects. Using a comprehensive, multiyear database of patent applications, we investigate whether the knowledge creation network profiles are discriminating characteristics of metropolitan regions by establishing a new urban taxonomy for metropolitan areas in the United States. The four-class taxonomy is not only statistically significant, but it is also economically meaningful in terms of economic performance of metropolitan areas. We find that metropolitan areas benefit from a higher density of inventors in the population, and that there is a positive correlation between economic performance and metropolitan areas with inventor teams working in similar or complementary areas of technology. In fact, the structure of knowledge creation networks are fundamental to economic performance and extends to metropolitan growth rates in jobs and income.",Liberal Arts and Sciences,Geography and Earth Sciences,2013.0
2-s2.0-84894945674,"General Publications (Press, Editorials, Letters)","City-county consolidations have a long history in the United States, and the representative cases reviewed in this volume span more than forty years of this history. Our objective in this chapter is to scan these representative cases for patterns of effects that lead to the conclusions that consolidations have lived up to the promises made by their proponents in the referenda campaigns that gave them birth. In particular, we review these nine pairs of cases (a total of eighteen observations in our sample) for evidence that consolidations keep promises to increase local government efficiency, increase local government effectiveness in economic development, and also fulfill any other assorted promises made during consolidation campaigns1.",Liberal Arts and Sciences,Political Science and Public Administration,2010.0
2-s2.0-84895008195,"General Publications (Press, Editorials, Letters)","City-county consolidation is frequently discussed as a solution to the economic problems that plague American cities and counties. According to a Wall Street Journal article, with reductions in federal and state grants and rising health care and pension costs, more cities are considering mergers in order to slash expenses and attract revenue-generating economic development (Maher 2005). Cities that are facing financial problems are interested in consolidation as a way to stem population loss and as a solution to budgetary woes and economic frailty. Cities that are not facing such troubles are still angling toward the idea of consolidation to avoid a similar fate (Leland and Thurmaier 2006). Other growing cities-such as Athens, Georgia, and Jacksonville-have used consolidation to streamline government and improve land development and tax planning (Maher 2005). In this chapter, we are interested in the case of a city and county that faced severe economic decline, Wyandotte County/Kansas City, Kansas (map 10). In the face of declining population and businesses, large losses in revenue, skyrocketing taxes, and little hope for economic improvement, voters approved consolidation in April 1997.",Liberal Arts and Sciences,Political Science and Public Administration,2010.0
2-s2.0-84895039529,"General Publications (Press, Editorials, Letters)","Efficiency and effectiveness are at the forefront of discussions about local government management across the United States. Local government's role in providing who gets what from government has increased greatly in the devolution era as we begin a new century. Governments face cutbacks in state and federal assistance on the one hand, and taxpayer revolts on the other. Public administrators are under pressure to find new ways to improve service delivery more efficiently and effectively.",Liberal Arts and Sciences,Political Science and Public Administration,2010.0
2-s2.0-84895040331,"General Publications (Press, Editorials, Letters)","Although a frequently discussed reform, campaigns to merge a major municipality and county to form a unified government fail to win voter approval eighty per cent of the time. One cause for the low success rate may be that little systematic analysis of consolidated governments has been done. In City-County Consolidation, Suzanne Leland and Kurt Thurmaier compare nine city-county consolidations - incorporating data from 10 years before and after each consolidation - to similar cities and counties that did not consolidate. Their groundbreaking study offers valuable insight into whether consolidation meets those promises made to voters to increase the efficiency and effectiveness of these governments. The book will appeal to those with an interest in urban affairs, economic development, local government management, general public administration, and scholars of policy, political science, sociology, and geography.",Liberal Arts and Sciences,Political Science and Public Administration,2010.0
2-s2.0-84895077506,Article,"The hydrologic and water quality benefits of an existing engineered stormwater control measures (SCMs) network, along with the alternative stormwater control simulations, were assessed in the rapidly urbanizing Beaverdam Creek watershed located in SE U.S. Piedmont region through the use of distributed Model of Urban Stormwater Improvement Conceptualization stormwater model. When compared with predevelopment conditions, the postdevelopment watershed simulation without SCMs indicated a 2 times increase in total runoff volume, 3 times average increase in peak flow for 1.5-3.2 cm 6-h storm events, and 30 times, 12 times, and 3 times higher total suspended solids (TSS), total phosphorous (TP), and total nitrogen (TN) loadings, respectively. The existing SCMs network, in comparison with the postdeveloped watershed without SCMs, reduced the average peak flow rates for 1.5-3.2 cm 6-h storm events by 70%, lowered the annual runoff volume by 3%, and lowered TSS, TP, TN annual loads by 57, 51, and 10%, respectively. A backyard rain garden simulation resulted in minimal additional reduction in TSS (1.6%), TP (0.4%), and TN (4%). Model simulations indicate that mandatory 85% TSS and 70% TP annual load reductions in comparison with the predevelopment levels would require the diversion of runoff from at least 70% of the contributing drainage areas runoff into additional offline bioretention basins.",Liberal Arts and Sciences,Geography and Earth Sciences,2014.0
2-s2.0-84895087558,Article,"This study provided preliminary evidences for the validity of the Questionnaire of English Self-Efficacy scale in a sample of college students in China. Results showed that the scale had adequate reliability and validity. Examination of the rating scale structure showed that participants reliably distinguished response categories. The item hierarchy was consistent with the expected item order, supporting the construct validity of the scale. Overall, the items were fairly well matched to the ability of the sample except that there seems to be a need for more difficult items. The information pertaining to the scale is quite encouraging from measurement perspectives and fills the gap in the literature by providing a valid instrument to measure English language learners' self-efficacy in China. The implications of this study to English as a foreign language and English as a second language educators and researchers in the United States and other countries are also discussed.",Education,Educational Leadership,2014.0
2-s2.0-84895137410,Article,"Background: This paper explores patterns of women's medicinal plant knowledge and use in an urban area of the Brazilian Amazon. Specifically, this paper examines the relationship between a woman's age and her use and knowledge of medicinal plants. It also examines whether length of residence in three different areas of the Amazon is correlated with a woman's use and knowledge of medicinal plants. Two of the areas where respondents may have resided, the jungle/seringal and farms/colonias, are classified as rural. The third area (which all of the respondents resided in) was urban.Methods: This paper utilizes survey data collected in Rio Branco, Brazil. Researchers administered the survey to 153 households in the community of Bairro da Luz (a pseudonym). The survey collected data on phytotherapeutic knowledge, general phytotherapeutic practice, recent phytotherapeutic practice and demographic information on age and length of residence in the seringal, on a colonia, and in a city. Bivariate correlation coefficients were calculated to assess the inter-relationships among the key variables. Three dependent variables, two measuring general phytotherapeutic practice and one measuring phytotherapeutic knowledge were regressed on the demographic factors.Results: The results demonstrate a relationship between a woman's age and medicinal plant use, but not between age and plant knowledge. Additionally, length of residence in an urban area and on a colonia/farm are not related to medicinal plant knowledge or use. However, length of residence in the seringal/jungle is positively correlated with both medicinal plant knowledge and use.Conclusions: The results reveal a vibrant tradition of medicinal plant use in Bairro da Luz. They also indicate that when it comes to place of residence and phytotherapy the meaningful distinction is not rural versus urban, it is seringal versus other locations. Finally, the results suggest that phytotherapeutic knowledge and use should be measured separately since one may not be an accurate proxy for the other.",Liberal Arts and Sciences,Anthropology,2014.0
2-s2.0-84895304962,"General Publications (Press, Editorials, Letters)","This chapter discusses implications of supervisor and organizational supportive treatment for the U.S. Hispanic workforce. First, we report the results of an empirical study regarding support perceptions in Hispanics versus non-Hispanics. Research has shown that employees' perceptions of supervisor support (PSS) relate positively to their perceptions of organizational support (POS) because supervisors are often viewed as representatives acting on behalf of the organization. Latinos are the fastest growing minority in the U.S. workforce yet the POS literature had not considered the implications of supervising Latinos. Using 104 U.S. higher education employees we found that the relationship between PSS and POS was weaker for Latinos than non-Latinos. Our findings suggest that cultural differences in followers may influence the degree to which leaders' actions are attributed to the organization. Following the empirical study, we provide an expanded discussion of the theoretical and practical implications of improving POS for Hispanics.",Liberal Arts and Sciences,Organizational Science,2012.0
2-s2.0-84895332762,"General Publications (Press, Editorials, Letters)","This article presents a current review of the environmental psychology literature as it pertains to physical work environments. In addition to reviewing past literature, this article points out contemporary trends affecting workspaces, such as the trend toward distributed and/or remote work, the migration towards more digitized work environments, the need for more flexible office spaces, the push towards ""greener"" and more environmentally friendly buildings (such as those that meet LEED certification), and the importance of increased rates of innovation at work. The article then discusses how these trends may affect the relevance of past research in this area. As relevant, research from related fields (e.g., architecture) will be incorporated to promote interdisciplinary insights and integration. The chapter will conclude with a general discussion of how environmental psychology can best position itself as a discipline given work trends/changes and lay out research questions for future inquiry.",Liberal Arts and Sciences,Organizational Science,2010.0
2-s2.0-84895365296,"General Publications (Press, Editorials, Letters)","This book examines the historical context of African Americans' educational experiences, and it provides information that helps to assess the dominant discourse on education, which emphasizes White middle-class cultural values and standardization of students' outcomes. Curriculum violence is defined as the deliberate manipulation of academic programming in a manner that ignores or compromises the intellectual and psychological well being of learners. Related to this are the issues of assessment and the current focus on high-stakes standardized testing in schools, where most teachers are forced to teach for the test.",Education,"Middle, Secondary, and K-12 Education",2011.0
2-s2.0-84895397368,"General Publications (Press, Editorials, Letters)","This book examines the historical context of African Americans' educational experiences, and it provides information that helps to assess the dominant discourse on education, which emphasizes White middle-class cultural values and standardization of students' outcomes. Curriculum violence is defined as the deliberate manipulation of academic programming in a manner that ignores or compromises the intellectual and psychological well being of learners. Related to this are the issues of assessment and the current focus on high-stakes standardized testing in schools, where most teachers are forced to teach for the test.",Education,"Middle, Secondary, and K-12 Education",2013.0
2-s2.0-84895402573,"General Publications (Press, Editorials, Letters)","This book explores the intersection of migration, identity development and the school achievement of Caribbean heritage children. In doing so, it uncovers the history of the Caribbean and its early inhabitants such as the Siboneyes, Guanahatabeyes, Tainos, Caribs, and Arawaks, who predated the arrival of European explorers and enslavers, and it explains the relevant connections to colonialism, neo-colonialism and Caribbean migration to North America. Through family interviews, it presents perspectives on Caribbean immigrants in North American schools (United States and Canada). The book further explains what happens when these immigrants transition from being the ethnic majority in their home country, into the minority in a foreign country. Interviews with families and personal narratives are weaved into a rich discussion on immigrant identities in school and society. The findings strongly support the treatise in the literature that Caribbean heritage families place a strong emphasis on education and school achievement.",Education,"Middle, Secondary, and K-12 Education",2013.0
2-s2.0-84895790671,Article,"Canonical Wnt signaling is important in skeletal muscle repair but has not been well characterized in response to physiological stimuli. The objective of this study was to assess the effect of downhill running (DHR) on components of Wnt signaling. Young, male C57BL/J6 mice were exposed to DHR. Muscle injury and repair (MCadherin) were measured in soleus. Gene and protein expression of Wnt3a, active β-catenin, GSK3β, and LEF1 were measured in gastrocnemius. Muscle injury increased 6 days post-DHR and MCadherin protein increased 5 days post-DHR. Total and active GSK3β protein decreased 3 days (9-fold and 3.6-fold, respectively) post-DHR. LEF1 protein increased 6 days (5- fold) post-DHR. DHR decreased GSK3β and increased LEF1 protein expression, but did not affect other components of Wnt signaling. Due to their applicability, using models of physiological stimuli such as DHR will provide significant insight into cellular mechanisms within muscle.",CHHS,Kinesiology,2014.0
2-s2.0-84895892648,Article,"In this article, I show one possible solution to synthesis dynamics in multiple intercity networks. I adopt a stochastic actor-based modelling approach to explore the co-evolution of an intercity corporate network of 57 globalized advanced producer service firms across 93 cities, and another intercity internet network between these 93 cities, for the period 2004-2010. Stochastic actor-based models (SABMs) help to connect interactions among cities and firms on the local scale with empirically observed networks on the global scale. My analysis accounts for the co-evolution/interdependence among multiple world city networks (WCNs) and associated network changes in individual WCNs with exogenous city-related covariates and endogenous local network structures.",Liberal Arts and Sciences,Geography and Earth Sciences,2014.0
2-s2.0-84896063215,Conference Paper,"A new algorithm is developed in this paper to support automatic name-face alignment for achieving more accurate cross-media news retrieval. We focus on extracting valuable information from large amounts of news images and their captions, where multi-level image-caption pairs are constructed for characterizing both significant names with higher salience and their cohesion with human faces extracted from news images. To remedy the issue of lacking enough related information for rare name, Web mining is introduced to acquire the extra multimodal information. We also emphasize on an optimization mechanism by our Improved Self-Adaptive Simulated Annealing Genetic Algorithm to verify the feasibility of alignment combinations. Our experiments have obtained very positive results.",Computing and Informatics,Computer Science,2013.0
2-s2.0-84896260490,Article,"In this article, we outline the evidence regarding the status effects of physical attractiveness, paying particular attention to outcomes in the areas of jobs, crime, performance evaluations, power, health perceptions, and exchange. The framework of status characteristics theory is used to guide our explication. The role of attractiveness in marketing is also discussed. While the literature generally supports the idea that attractiveness is good for people, we also consider evidence that beauty can be detrimental for some individuals in certain situations. Issues of race and gender are also considered as well as future research directions.",Liberal Arts and Sciences,Organizational Science,2014.0
2-s2.0-84896317914,Article,"There is growing appreciation that resident glial cells can initiate and/or regulate inflammation following trauma or infection in the central nervous system (CNS). We have previously demonstrated the ability of microglia and astrocytes to respond to bacterial pathogens or their products by rapid production of inflammatory mediators, followed by the production of the immunosuppressive cytokine interleukin (IL)-10. IL-19, another member of the IL-10 family of cytokines, has been studied in the context of a number of inflammatory conditions in the periphery and is known to modulate immune cell activity. In the present study, we demonstrate the constitutive and/or inducible expression of IL-19 and its cognate receptor subunits, IL-19Rα and IL-19Rβ (also known as IL-20R1 and IL-20R2, and IL-20RA and IL-20RB), in mouse brain tissue, and by primary murine and human astrocytes. We also provide evidence for the presence of a novel truncated IL-19Rα transcript variant in mouse brain tissue, but not glial cells, that shows reduced expression following bacterial infection. Importantly, IL-19R functionality in glia is indicated by the ability of IL-19 to regulate signaling component expression in these cells. Furthermore, while IL-19 itself had no effect on glial cytokine production, IL-19 treatment of bacterially infected or Toll-like receptor ligand stimulated astrocytes significantly attenuated pro-inflammatory cytokine production. The bacterially induced production of IL-19 by these resident CNS cells, the constitutive expression of its cognate receptor subunits, and the immunomodulatory effects of this cytokine, suggest a novel mechanism by which astrocytes can regulate CNS inflammation.",CHHS,Kinesiology,2014.0
2-s2.0-84896405664,Article,"Prior investigations suggest that maternal HIV/AIDS poses significant challenges to young children. This study investigates the relationships between mothers' psychological functioning, parenting, and children's behavioral outcomes and functioning in a population of women living with HIV (N = 361) with a child between the ages of 6 and 10 years in Tshwane, South Africa. Utilizing path analysis, findings revealed that maternal depression is related to increased parenting stress and parent-child dysfunction, maternal coping is related to parenting style, and maternal coping, parenting style and stress, and parent-child dysfunction are associated with children's behavior and functioning, with parenting emerging as an important mediator. These findings suggest that interventions for women living with HIV and their children should not only address maternal psychological functioning (depression and coping), but should also focus on parenting, promoting a positive approach.",Liberal Arts and Sciences,Psychology,2014.0
2-s2.0-84896430712,"General Publications (Press, Editorials, Letters)","Blueberry (Vaccinium section Cyanococcus) is an important small fruit crop native to North America. Relationships among the primary species known as 'blueberry' has been a source of speculation due to the out-breeding nature of the crop, the use of intra-specific hybridization and open-pollinated selection in breeding programs, and the lack of genomic resources to adequately address the issue. The objectives of this study were to characterize simple sequence repeats (SSRs) from an emerging genomic draft sequence, develop useful molecular markers and provide an in-depth analysis of genetic diversity and population structure in blueberry using a broad range of cultivated blueberry accessions representing multiple species, ploidy levels and sources of origin. Genomic scaffolding was assembled from the whole-genome sequencing of a diploid V. corymbosum accession 'W8520.' From the assembled 358 Mb sequence, a total number of 43,594 SSRs were identified (122 per Mb). Among genomic regions, SSRs were longest and occurred most frequently in predicted 5′ untranslated regions (5′ UTR), while SSRs were shortest and least common in the predicted coding sequences. AG/CT and AAG/CTT were the most frequent motifs while CG/CG and CCG/CGG motifs were the rarest di- and trinucleotide motifs, respectively. For analysis of genetic diversity and population structure, 42 genomic SSR and EST-SSR markers with an average of 14.2 alleles and 56.0 allele phenotypes per locus were used to genotype a diverse blueberry population of 150 accessions. Cluster analysis grouped the 150 accessions in a manner consistent with known information regarding species, ploidy levels and pedigree. The analysis of population structure among blueberry accessions revealed inter- and intra-specific levels of stratification. Rabbiteye blueberry (V. virgatum) represents a genetically distinct subgroup within Cyanococcus. Three additional subpopulations were detected among highbush varieties that are largely attributable to distinctions between northern and southern highbush and founder effects of a single cultivar ('Weymouth'). The identification of substructure that correlates with known pedigree information, and the availability of new genomic molecular markers will facilitate future evolutionary and genetic studies in blueberry.",Computing and Informatics,SIS,2014.0
2-s2.0-84896501861,Article,"Background: Two-thirds of reproductive-aged women in the United States are overweight or obese and at risk for numerous associated adverse pregnancy outcomes. This study examined whether the amount of weight gained during pregnancy modifies the prepregnancy body mass index (BMI)-cesarean delivery association. Methods: A total of 2,157 women aged 18-45 who participated in the 2008-2009 North Carolina Pregnancy Risk Assessment Monitoring System had complete information on prepregnancy BMI, maternal weight gain, and mode of delivery on infant birth certificates. Logistic regression was used to obtain odds ratios (ORs) and 95 percent confidence intervals (CIs) to model the association between prepregnancy BMI and cesarean delivery, and a stratified analysis was conducted to determine whether maternal weight gain was an effect modifier of the prepregnancy BMI-cesarean delivery association. Results: Obese women had 1.78 times the odds of cesarean delivery as compared with women with a normal BMI (95% CI: 1.44-2.16). When adjusted for race/ethnicity, live birth order, household income, and education, the association increased in magnitude and remained statistically significant (OR = 2.01, 95% CI: 1.63-2.43). In stratified analyses, the obesity-cesarean delivery association persisted and remained statistically significant among all maternal weight gain categories. Conclusions: Health care practitioners should stress the importance of achieving a healthy prepregnancy weight and gaining an appropriate amount of weight during pregnancy to reduce the risk of cesarean delivery and other adverse pregnancy outcomes.",CHHS,Public Health,2014.0
2-s2.0-84896527054,Article,"WebGIS tools have the potential to disseminate the outputs of spatial vulnerability assessments to a wide range of communities, including public health decision-makers. Based on a previous assessment of socioeconomic vulnerability to dengue fever in Cali, Colombia, we developed and used a WebGIS tool to facilitate the visualization, exploration and dissemination of prevailing vulnerabilities to dengue fever in an interactive online environment. Results show that the tool presented here has distinct implications for policy and decision-making as it facilitates spatial prioritisation, both with respect to the intervention areas and the intervention measures needed to reduce human susceptibility and strengthen resilience to the disease.",Liberal Arts and Sciences,Geography and Earth Sciences,2013.0
2-s2.0-84896734730,Article,"The Functional Assessment of Chronic Illness Therapy-Spiritual Well-Being Scale (FACIT-Sp; Peterman, Fitchett, Brady, Hernandez, & Cella, 2002) has become a widely used measure of spirituality; however, there remain questions about its specific factor structure and the validity of scores from its separate scales. Specifically, it remains unclear whether the Meaning and Peace scales denote distinct factors. The present study addresses previous limitations by examining the extent to which the Meaning and Peace scales relate differentially to a variety of physical and mental health variables across 4 sets of data from adults with a number of chronic health conditions. Although a model with separate but correlated factors fit the data better, discriminant validity analyses indicated limited differences in the pattern of associations each scale showed with a wide array of commonly used health and quality-of-life measures. In total, the results suggest that people may distinguish between the concepts of Meaning and Peace, but the observed relations with health outcomes are primarily due to variance shared between the 2 factors. Additional research is needed to better understand the separate and joint role of Meaning and Peace in the quality of life of people with chronic illness",Liberal Arts and Sciences,Psychology,2014.0
2-s2.0-84896751555,Article,"Competitive pressures are forcing organizations to be flexible. Being responsive to changing environmental conditions is an important factor in determining corporate performance. Earlier research, focusing primarily on IT infrastructure, has shown that organizational flexibility is closely related to IT infrastructure flexibility. Using real-world cases, this paper explores flexibility in the broader context of the IS function. An empirically derived framework for better understanding and managing IS flexibility is developed using grounded theory and content analysis. A process model for managing flexibility is presented; it includes steps for understanding contextual factors, recognizing reasons why flexibility is important, evaluating what needs to be flexible, identifying flexibility categories and stakeholders, diagnosing types of flexibility needed, understanding synergies and tradeoffs between them, and prescribing strategies for proactively managing IS flexibility. Three major flexibility categories, flexibility in IS operations, flexibility in IS systems & services development and deployment, and flexibility in IS management, containing 10 IS flexibility types are identified and described.",Business,BISOM,2014.0
2-s2.0-84896768603,Conference Paper,This paper demonstrates that LiDAR intensity can be a feasible alternative for accurate mapping and assessment of land use patterns in an urbanized landscape at high accuracy by integrating intensity with other derivatives of LiDAR.,Liberal Arts and Sciences,Geography and Earth Sciences,2010.0
2-s2.0-84896844035,Article,"Research has shown a relationship between depression, substance use, and religiosity but, few have investigated this relationship in a community sample of African Americans who use drugs. This study examined the relationship between dimensions of religion (positive and negative religious coping; private and public religious participation; religious preference; and God-, clergy-, and congregation-based religious support), depression symptomatology, and substance use among 223 African American cocaine users. After controlling for gender, employment, and age, greater congregation-based support and greater clergy-based support were associated with fewer reported depressive symptoms. In addition, greater congregation-based support was associated with less alcohol use.",CHHS,Public Health,2014.0
2-s2.0-84896935855,Article,"A longstanding research tradition assumes that endogenous technological development increases regional productivity. It has been assumed that measures of regional patenting activity or human capital are an adequate way to capture the endogenous creation of new ideas that result in productivity improvements. This process has been conceived as occurring in two stages. First, an invention or innovation is generated, and then it is developed and commercialized to create benefits for the individual or firm owning the idea. Typically these steps are combined into a single model of the ""invention in/productivity out"" variety. Using data on Gross Metropolitan Product per worker and on inventors, educational attainment, and creative workers (together with other important socioeconomic controls), we unpack the model back to the two-step process and use a SEM modeling framework to investigate the relationships among inventive activity and potential inventors, regional technology levels, and regional productivity outcomes. Our results show almost no significant direct relationship between invention and productivity, except through technology. Clearly, the simplification of the ""invention in/productivity out"" model does not hold, which supports other work that questions the use of patents and patenting related measures as meaningful innovation inputs to processes that generate regional productivity and productivity gains. We also find that the most effective measure of regional inventive capacity, in terms of its effect on technology, productivity, and productivity growth is the share of the workforce engaged in creative activities.",Liberal Arts and Sciences,Geography and Earth Sciences,2014.0
2-s2.0-84896959093,Conference Paper,"Primary user emulation (PUE) attacks on cognitive radio networks pose a serious threat to the deployment of this technique. Previous approaches usually depend on individual or combined received signal strength (RSS) measurements to detect emulators. In this paper, we propose a new mechanism based on physical layer network coding to detect the emulators. When two signal sequences interfere at the receiver, the starting point of collision is determined by the distances among the receiver and the senders. Using the signal interference results at multiple receivers and the positions of reference senders, we can determine the position of the 'claimed' primary user. We can then compare this localization result with the known position of the primary user to detect the PUE attack. We design a PUE detection mechanism for wireless networks with trustworthy reference senders. We analyze the overhead of the proposed approach and study its detection accuracy through simulation.",Computing and Informatics,SIS,2013.0
2-s2.0-84897019596,Article,"Objective Public health organizations increasingly face the need to be able to share data among themselves and ultimately with other providers.We examined what factors contribute to public health organizations' data exchange capabilities. Data Sources. National Association of County and City Health Officials' 2008 National Profile of Local Health Departments survey was linked to the Association of State and Territorial Health Official's 2007 Profile of State Public Health Survey. Study Design. We conducted a cross-sectional analysis of organizational factors associated with gaps in data sharing between state health agencies (SHAs) and local health departments (LHDs) in the areas of childhood immunizations, vital records, and reportable conditions. Data Collection. Based on reported information system (IS) capabilities, we created a binary variable that measured whether bidirectional data sharing was structurally possible between an LHD and its respective SHA. Principal Findings. The proportion of LHDs experiencing a data sharing gap was 34.0 percent for immunizations, 69.8 percent for vital records, and 81.8 percent for reportable conditions. Increased SHA technological capacity and size reduced the odds of gaps. Conclusions. Improving the IS capabilities of public health agencies may be the key to their remaining relevant in the currently evolving health care system.",CHHS,Public Health,2014.0
2-s2.0-84897020006,Article,"Background-Use of pretest probability can reduce unnecessary testing. We hypothesize that quantitative pretest probability, linked to evidence-based management strategies, can reduce unnecessary radiation exposure and cost in low-risk patients with symptoms suggestive of acute coronary syndrome and pulmonary embolism. Methods and Results-This was a prospective, 4-center, randomized controlled trial of decision support effectiveness. Subjects were adults with chest pain and dyspnea, nondiagnostic ECGs, and no obvious diagnosis. The clinician provided data needed to compute pretest probabilities from a Web-based system. Clinicians randomized to the intervention group received the pretest probability estimates for both acute coronary syndrome and pulmonary embolism and suggested clinical actions designed to lower radiation exposure and cost. The control group received nothing. Patients were followed for 90 days. The primary outcome and sample size of 550 was predicated on a significant reduction in the proportion of healthy patients exposed to >5 mSv chest radiation. A total of 550 patients were randomized, and 541 had complete data. The proportion with >5 mSv to the chest and no significant cardiopulmonary diagnosis within 90 days was reduced from 33% to 25% (P=0.038). The intervention group had significantly lower median chest radiation exposure (0.06 versus 0.34 mSv; P=0.037, Mann-Whitney U test) and lower median costs ($934 versus $1275; P=0.018) for medical care. Adverse events occurred in 16% of controls and 11% in the intervention group (P=0.06). Conclusions-Provision of pretest probability and prescriptive advice reduced radiation exposure and cost of care in lowrisk ambulatory patients with symptoms of acute coronary syndrome and pulmonary embolism.",Business,Economics,2014.0
2-s2.0-84897036413,Article,"Federal courts have permitted tax credits for tuition at religious schools. Does a religious mission inhibit a school's ability or willingness to teach civic values, such as tolerance for political and religious differences? This essay examines relevant empirical research to find that religious schools, overall, do no worse than public schools at teaching civic values. Research also points to some specific steps educators can take to promote the development of civic values.",Liberal Arts and Sciences,Political Science and Public Administration,2014.0
2-s2.0-84897057981,Article,"With the rate of women's incarceration significantly outpacing that of men's, combined with the fact that the United States has the highest incarceration rate in the world, there is an urgent need to delineate incarcerated women's pathways to crime and subsequent service needs. This article reports findings of modified participant observation and qualitative research conducted from 2008 to 2010 with women incarcerated in a large, county jail in North Carolina addressing these issues. Thirty life history interviews, nine focus groups, and 60 questionnaires reveal the centrality of trauma, particularly in the form of interpersonal violence (i.e., sexual, physical, and/or emotional abuse in adulthood and/or childhood), in incarcerated women's lives. In the absence of positive resources (e.g., counseling, family/friend support), women's attempts to cope with trauma increase their risks for incarceration as well as further trauma. In addition to providing trauma-based treatment, decreasing women's recidivism requires macro-level examinations of policies that marginalize women economically and socially.",Liberal Arts and Sciences,Anthropology,2014.0
2-s2.0-84897083892,Article,"Using lab and field data, this paper investigates (a) the degree to which pre- and post-exam positive and negative achievement emotions and cognitive ability are uniquely and jointly associated with exam performance and (b) the degree to which exam performance influences subsequent post-exam emotions. Based on a sample of 102 students, results show that ability influences exam performance both directly and indirectly via pre-exam emotions. Also, ability and distraction interact to influence performance such that ability has a buffering effect. Distraction has a significant deleterious effect on performance for low ability students, but does not disrupt performance for high ability students. Moreover, positive emotions facilitate performance by decreasing distraction whereas negative emotions hinder performance by increasing it. Finally, results show that the exam itself has a significant impact on post-exam positive and negative emotions, even when controlling for pre-exam emotions. Results are discussed in terms of the emerging research on achievement emotions beyond test anxiety.",Liberal Arts and Sciences,Psychology,2014.0
2-s2.0-84897275984,"General Publications (Press, Editorials, Letters)","Research has indicated that African Americans are often displaced in schools and males in particular, are denied access to quality academic programs and are tracked into vocational training, and some are even forced out of schools. Since the establishment of the Individuals with Disabilities Education Act (IDEA) of 1975, there has been growing interest in understanding the relationship between African American male students and special education assessment. In this research we explore the impact that the historic denial of educational equality and culturally responsive pedagogy has had on the disproportionately high placement of African American males in special education programs for the mentally disabled, and behaviorally and emotionally challenged. Our research reveals three primary catalysts for special education placement of African American male students: 1) persistent patterns of discrimination, 2) biases in assessments, and 3) social differences in students' behaviors and learning styles. The findings further reveal that the integration of culturally responsive and reflective arts education into teacher pedagogy and curriculum helps to mediate school disengagement, and addresses the multiple intelligences and learning styles of African Americans. This research has important implications for teacher education programs, as it increases awareness and provides strategies and techniques for arts integration that may lead to higher levels of cognitive development and academic achievement in African Americans and the broader student population.",Education,"Middle, Secondary, and K-12 Education",2011.0
2-s2.0-84897313160,"General Publications (Press, Editorials, Letters)","Numerous educational studies have lauded the importance of social bonds in schools and institutional ties as being crucial to students' sense of self and to school achievement. The hidden curriculum [curriculum of exclusion] in schools however can undermine students' identity development and result in academic disengagement. It follows that self-affirmation in school plays a positive role in student engagement and in their academic success. Using postmodernism as a theoretical framework, this chapter examines the processes and implications of the contemporary hidden curriculum. The authors propose a global multicultural education as a positive school effect that helps validate students' sense of self while serving to improve school achievement. We argue that a transformative global multicultural education helps to nurture inclusion, thus reducing subsequent effects of social and cultural denial, and marginalization in schools. The implications of this chapter are important for teachers, administrators and all those interested in student success.",Education,"Middle, Secondary, and K-12 Education",2011.0
2-s2.0-84897350162,"General Publications (Press, Editorials, Letters)","High speed rail (HSR) is changing the overall travel accessibility of cities in China. There have been a number of studies of high speed rail in China. However, detailed spatiotemporal accessibility pattern of cities affected by the operation of high speed rail in China has not been reported. This study takes a timetable-based accessibility evaluation approach to analyze the changes in travel time, travel cost, and distance accessibility for each of the four main stages of HSR development in China: no HSR service in Stage 1 before August 2008, several HSR lines in Stage 2 between August 2008 and July 2011, reduced operating speed of HSR trains in Stage 3 between August 2011 and November 2012, and addition of new HSR lines and reduction of ticket fares in Stage 4 between December 2012 and January 2013. In addition to the ""corridor effect"" and the ""center-diffusion"" pattern, this paper investigates the impacts of HSR on changes in in-vehicle travel time and out-of-vehicle travel time with respect to the policy changes that reduced the operating speed of HSR trains, rearranged the train timetable, and lowered the ticket fare on HSR trains. The analysis results indicate the spatiotemporal pattern of Chinese cities affected by these policy changes. This study is useful for assessing HSR impacts on the accessibility of various cities across China as well as serving as a decision-making support to policies related to adjustments of HSR operation and planning of future HSR routes by considering the existing HSR and non-HSR railway lines.",Liberal Arts and Sciences,Geography and Earth Sciences,2014.0
2-s2.0-84897369376,Conference Paper,Ethnographic research is used to reveal the nature of collaborative optical engineering work between team members of different backgrounds. Observations in an academic environment are combined with data derived from interviews with industry professionals.,Liberal Arts and Sciences,Anthropology,2012.0
